-117.9432,66.32525,0,0
-137.9432,39.32525,0,0
-125.9432,26.32525,0,0
-145.9432,49.32525,0,0
-119.9432,67.32525,0,0
-139.9432,39.32525,0,0
-114.9432,33.32525,0,0
-122.9432,61.32525,0,0
-147.9432,54.32525,0,0
-135.9432,42.32525,0,0
-151.9432,40.32525,0,0
-147.9432,48.32525,0,0
-114.9432,21.32525,0,0
-120.9432,24.32525,0,0
-155.9432,62.32525,0,0
-153.9432,45.32525,0,0
-136.9432,59.32525,0,0
-144.9432,37.32525,0,0
-137.9432,45.32525,0,0
-157.9432,68.32525,0,0
-142.9432,56.32525,0,0
-118.9432,49.32525,0,0
-134.9432,48.32525,0,0
-109.9432,41.32525,0,0
-157.9432,24.32525,0,0
-150.9432,32.32525,0,0
-138.9432,70.32525,0,0
-123.9432,59.32525,0,0
-129.9432,61.32525,0,0
-154.9432,55.32525,0,0
-144.9432,68.32525,0,0
-128.9432,31.32525,0,0
-116.9432,69.32525,0,0
-141.9432,62.32525,0,0
-116.9432,55.32525,0,0
-136.9432,28.32525,0,0
-142.9432,31.32525,0,0
-157.9432,32.32525,0,0
-140.9432,45.32525,0,0
-131.9432,32.32525,0,0
-151.9432,49.32525,0,0
-124.9432,70.32525,0,0
-124.9432,52.32525,0,0
-130.9432,55.32525,0,0
-155.9432,49.32525,0,0
-113.9432,27.32525,0,0
-138.9432,70.32525,0,0
-146.9432,48.32525,0,0
-152.9432,51.32525,0,0
-127.9432,44.32525,0,0
-115.9432,32.32525,0,0
-108.9432,40.32525,0,0
-116.9432,69.32525,0,0
-131.9432,67.32525,0,0
-157.9432,60.32525,0,0
-124.9432,33.32525,0,0
-123.9432,40.32525,0,0
-148.9432,33.32525,0,0
-116.9432,57.32525,0,0
-154.9432,44.32525,0,0
-150.9432,52.32525,0,0
-117.9432,25.32525,0,0
-155.9432,63.32525,0,0
-140.9432,52.32525,0,0
-116.9432,45.32525,0,0
-121.9432,48.32525,0,0
-115.9432,56.32525,0,0
-135.9432,29.32525,0,0
-123.9432,66.32525,0,0
-116.9432,25.32525,0,0
-146.9432,43.32525,0,0
-121.9432,36.32525,0,0
-127.9432,39.32525,0,0
-153.9432,32.32525,0,0
-142.9432,45.32525,0,0
-118.9432,38.32525,0,0
-149.9432,30.32525,0,0
-134.9432,68.32525,0,0
-122.9432,56.32525,0,0
-140.9432,31.32525,0,0
-134.9432,58.32525,0,0
-144.9432,35.32525,0,0
-142.9432,68.32525,0,0
-133.9432,55.32525,0,0
-143.9432,37.32525,0,0
-135.9432,49.32525,0,0
-141.9432,52.32525,0,0
-114.9432,24.32525,0,0
-139.9432,67.32525,0,0
-133.9432,26.32525,0,0
-120.9432,63.32525,0,0
-146.9432,57.32525,0,0
-113.9432,30.32525,0,0
-147.9432,43.32525,0,0
-122.9432,37.32525,0,0
-130.9432,65.32525,0,0
-118.9432,52.32525,0,0
-111.9432,61.32525,0,0
-141.9432,29.32525,0,0
-116.9432,22.32525,0,0
-151.9432,60.32525,0,0
-142.9432,47.32525,0,0
-126.9432,61.32525,0,0
-130.9432,67.32525,0,0
-116.9432,58.32525,0,0
-157.9432,45.32525,0,0
-122.9432,43.32525,0,0
-120.9432,26.32525,0,0
-145.9432,69.32525,0,0
-121.9432,63.32525,0,0
-127.9432,66.32525,0,0
-115.9432,53.32525,0,0
-110.9432,64.32525,0,0
-133.9432,36.32525,0,0
-146.9432,40.32525,0,0
-142.9432,47.32525,0,0
-120.9432,45.32525,0,0
-109.9432,60.32525,0,0
-145.9432,22.32525,0,0
-125.9432,40.32525,0,0
-140.9432,38.32525,0,0
-156.9432,36.32525,0,0
-131.9432,29.32525,0,0
-129.9432,62.32525,0,0
-145.9432,60.32525,0,0
-147.9432,68.32525,0,0
-110.9432,44.32525,0,0
-126.9432,42.32525,0,0
-154.9432,34.32525,0,0
-111.9432,63.32525,0,0
-137.9432,56.32525,0,0
-112.9432,49.32525,0,0
-155.9432,58.32525,0,0
-111.9432,61.32525,0,0
-151.9432,23.32525,0,0
-134.9432,37.32525,0,0
-110.9432,30.32525,0,0
-117.9432,58.32525,0,0
-143.9432,52.32525,0,0
-115.9432,23.32525,0,0
-139.9432,41.32525,0,0
-109.9432,64.32525,0,0
-129.9432,36.32525,0,0
-117.9432,24.32525,0,0
-143.9432,67.32525,0,0
-155.9432,67.32525,0,0
-113.9432,22.32525,0,0
-146.9432,36.32525,0,0
-157.9432,63.32525,0,0
-127.9432,35.32525,0,0
-132.9432,38.32525,0,0
-143.9432,65.32525,0,0
-150.9432,29.32525,0,0
-147.9432,62.32525,0,0
-113.9432,60.32525,0,0
-111.9432,43.32525,0,0
-144.9432,56.32525,0,0
-120.9432,49.32525,0,0
-117.9432,32.32525,0,0
-155.9432,70.32525,0,0
-135.9432,58.32525,0,0
-138.9432,40.32525,0,0
-136.9432,22.32525,0,0
-156.9432,45.32525,0,0
-122.9432,43.32525,0,0
-147.9432,36.32525,0,0
-113.9432,34.32525,0,0
-120.9432,62.32525,0,0
-136.9432,61.32525,0,0
-134.9432,43.32525,0,0
-140.9432,46.32525,0,0
-127.9432,34.32525,0,0
-153.9432,27.32525,0,0
-141.9432,65.32525,0,0
-139.9432,48.32525,0,0
-117.9432,40.32525,0,0
-122.9432,64.32525,0,0
-155.9432,31.32525,0,0
-146.9432,68.32525,0,0
-124.9432,60.32525,0,0
-140.9432,58.32525,0,0
-119.9432,26.32525,0,0
-117.9432,59.32525,0,0
-153.9432,21.32525,0,0
-141.9432,59.32525,0,0
-131.9432,22.32525,0,0
-147.9432,70.32525,0,0
-152.9432,23.32525,0,0
-110.9432,50.32525,0,0
-110.9432,32.32525,0,0
-156.9432,40.32525,0,0
-129.9432,61.32525,0,0
-115.9432,47.32525,0,0
-116.9432,29.32525,0,0
-136.9432,51.32525,0,0
-109.9432,69.32525,0,0
-149.9432,32.32525,0,0
-133.9432,45.32525,0,0
-148.9432,43.32525,0,0
-146.9432,26.32525,0,0
-153.9432,54.32525,0,0
-150.9432,62.32525,0,0
-139.9432,25.32525,0,0
-155.9432,23.32525,0,0
-120.9432,21.32525,0,0
-128.9432,49.32525,0,0
-144.9432,47.32525,0,0
-122.9432,40.32525,0,0
-110.9432,27.32525,0,0
-116.9432,30.32525,0,0
-123.9432,58.32525,0,0
-139.9432,57.32525,0,0
-154.9432,55.32525,0,0
-144.9432,67.32525,0,0
-110.9432,66.32525,0,0
-115.9432,68.32525,0,0
-131.9432,67.32525,0,0
-156.9432,60.32525,0,0
-154.9432,43.32525,0,0
-112.9432,21.32525,0,0
-127.9432,69.32525,0,0
-108.9432,61.32525,0,0
-138.9432,28.32525,0,0
-136.9432,61.32525,0,0
-151.9432,59.32525,0,0
-117.9432,57.32525,0,0
-123.9432,60.32525,0,0
-125.9432,67.32525,0,0
-113.9432,55.32525,0,0
-122.9432,57.32525,0,0
-142.9432,57.32525,0,0
-155.9432,33.32525,0,0
-118.9432,32.32525,0,0
-141.9432,54.32525,0,0
-120.9432,21.32525,0,0
-108.9432,59.32525,0,0
-139.9432,51.32525,0,0
-155.9432,49.32525,0,0
-112.9432,27.32525,0,0
-156.9432,63.32525,0,0
-156.9432,45.32525,0,0
-154.9432,27.32525,0,0
-110.9432,30.32525,0,0
-117.9432,58.32525,0,0
-125.9432,37.32525,0,0
-149.9432,55.32525,0,0
-156.9432,33.32525,0,0
-114.9432,61.32525,0,0
-129.9432,59.32525,0,0
-127.9432,42.32525,0,0
-143.9432,40.32525,0,0
-126.9432,53.32525,0,0
-116.9432,66.32525,0,0
-141.9432,59.32525,0,0
-125.9432,23.32525,0,0
-114.9432,36.32525,0,0
-152.9432,23.32525,0,0
-126.9432,41.32525,0,0
-146.9432,64.32525,0,0
-156.9432,41.32525,0,0
-140.9432,54.32525,0,0
-130.9432,67.32525,0,0
-138.9432,69.32525,0,0
-146.9432,47.32525,0,0
-143.9432,30.32525,0,0
-127.9432,44.32525,0,0
-135.9432,22.32525,0,0
-143.9432,24.32525,0,0
-123.9432,69.32525,0,0
-124.9432,51.32525,0,0
-155.9432,70.32525,0,0
-155.9432,52.32525,0,0
